City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
709,Albany,US,42.6001,-73.9662,61.05,79,100,3.0,overcast clouds
710,Katherine,AU,-14.4667,132.2667,86.32,58,68,10.36,broken clouds
711,Kodiak,US,57.79,-152.4072,44.11,76,100,13.8,overcast clouds
712,Rikitea,PF,-23.1203,-134.9692,73.69,85,100,17.02,overcast clouds
713,Bredasdorp,ZA,-34.5322,20.0403,72.05,36,0,23.8,clear sky
714,Hermanus,ZA,-34.4187,19.2345,67.8,60,0,19.71,clear sky
715,Hanzhong,CN,33.0728,107.0303,46.71,91,100,0.96,overcast clouds
716,Somerville,US,42.3876,-71.0995,74.26,71,40,18.41,scattered clouds
717,Atuona,PF,-9.8,-139.0333,78.55,69,1,14.81,clear sky
718,Rikitea,PF,-23.1203,-134.9692,73.69,85,100,17.02,overcast clouds
719,Atuona,PF,-9.8,-139.0333,78.55,69,1,14.81,clear sky
720,Cherskiy,RU,68.75,161.3,-6.12,98,100,5.75,light snow
721,Laje,BR,-10.1833,-40.9667,89.65,38,40,6.22,scattered clouds
722,Chuy,UY,-33.6971,-53.4616,76.57,57,2,10.36,clear sky
723,Kapaa,US,22.0752,-159.319,75.18,76,40,20.71,light rain
724,Butaritari,KI,3.0707,172.7902,80.31,77,78,13.65,broken clouds
725,Iquique,CL,-20.2208,-70.1431,68.04,63,14,8.12,few clouds
726,Mataura,NZ,-46.1927,168.8643,42.66,91,84,2.04,broken clouds
727,Guerrero Negro,MX,27.9769,-114.0611,64.24,45,49,2.04,scattered clouds
728,Leningradskiy,RU,69.3833,178.4167,-12.17,94,48,5.19,scattered clouds
729,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
730,Tasiilaq,GL,65.6145,-37.6368,33.96,82,100,30.2,overcast clouds
731,Qaanaaq,GL,77.484,-69.3632,-0.94,64,6,5.86,clear sky
732,Bredasdorp,ZA,-34.5322,20.0403,72.05,36,0,23.8,clear sky
733,Nantucket,US,41.2835,-70.0995,66.31,94,100,21.85,mist
734,Albany,US,42.6001,-73.9662,61.05,79,100,3.0,overcast clouds
735,Ribeira Grande,PT,38.5167,-28.7,64.8,63,40,23.02,scattered clouds
736,Ixtapa,MX,20.7,-105.2,80.22,69,0,3.44,clear sky
737,Jalu,LY,29.0331,21.5482,67.24,48,64,6.2,broken clouds
738,Ukiah,US,39.1502,-123.2078,43.93,98,20,0.0,few clouds
739,Okhotsk,RU,59.3833,143.3,4.57,77,1,13.51,clear sky
740,Carnarvon,AU,-24.8667,113.6333,66.33,56,0,27.83,clear sky
741,Taltal,CL,-25.4,-70.4833,64.98,66,74,5.08,broken clouds
742,Northam,GB,51.0333,-4.2167,58.39,90,0,12.12,clear sky
743,Saint-Philippe,RE,-21.3585,55.7679,74.79,69,6,7.72,clear sky
744,Rawson,AR,-43.3002,-65.1023,67.21,55,73,23.53,light rain
745,Clyde River,CA,70.4692,-68.5914,-12.77,84,0,4.61,clear sky
746,Geraldton,AU,-28.7667,114.6,55.81,67,0,11.5,clear sky
747,Barrow,US,71.2906,-156.7887,5.02,92,100,9.22,overcast clouds
748,Wexford,IE,52.3342,-6.4575,57.22,95,99,14.43,overcast clouds
749,Carnarvon,AU,-24.8667,113.6333,66.33,56,0,27.83,clear sky
750,Bluff,NZ,-46.6,168.3333,48.79,89,82,8.46,broken clouds
751,Nikolskoye,RU,59.7035,30.7861,51.69,67,25,18.95,scattered clouds
752,New Norfolk,AU,-42.7826,147.0587,49.71,70,100,1.01,overcast clouds
753,Port Macquarie,AU,-31.4333,152.9167,60.89,92,89,8.25,overcast clouds
754,Hobart,AU,-42.8794,147.3294,50.05,83,100,2.3,overcast clouds
755,Bengkulu,ID,-3.8004,102.2655,76.06,88,100,2.62,very heavy rain
756,Butaritari,KI,3.0707,172.7902,80.31,77,78,13.65,broken clouds
757,Oistins,BB,13.0667,-59.5333,84.29,74,40,6.91,scattered clouds
758,Rikitea,PF,-23.1203,-134.9692,73.69,85,100,17.02,overcast clouds
759,Kojori,GE,41.6594,44.7025,36.9,61,25,3.4,scattered clouds
760,Kahului,US,20.8947,-156.47,74.84,79,75,20.71,moderate rain
761,Kapaa,US,22.0752,-159.319,75.18,76,40,20.71,light rain
762,Qostanay,KZ,53.1667,63.5833,37.69,87,100,15.66,light rain
763,Awbari,LY,26.5921,12.7805,66.07,30,0,7.49,clear sky
764,Puerto Ayora,EC,-0.7393,-90.3518,76.96,80,83,7.0,broken clouds
765,Lompoc,US,34.6391,-120.4579,51.58,91,0,5.75,clear sky
766,Ribeira Grande,PT,38.5167,-28.7,64.8,63,40,23.02,scattered clouds
767,Nikolskoye,RU,59.7035,30.7861,51.69,67,25,18.95,scattered clouds
768,Perth,AU,-31.9333,115.8333,56.34,75,20,6.91,few clouds
769,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
770,Kenai,US,60.5544,-151.2583,39.29,86,100,12.66,overcast clouds
771,Kapaa,US,22.0752,-159.319,75.18,76,40,20.71,light rain
772,Upernavik,GL,72.7868,-56.1549,10.04,84,46,11.05,scattered clouds
773,Butaritari,KI,3.0707,172.7902,80.31,77,78,13.65,broken clouds
774,Carnarvon,AU,-24.8667,113.6333,66.33,56,0,27.83,clear sky
775,Yellowknife,CA,62.456,-114.3525,14.52,100,100,5.75,light snow
776,Krasnoselkup,RU,65.7,82.4667,-13.77,98,47,9.22,scattered clouds
777,Port Alfred,ZA,-33.5906,26.891,66.18,95,97,16.62,light rain
778,Codrington,AU,-38.2667,141.9667,53.89,97,100,8.7,light rain
779,Hasaki,JP,35.7333,140.8333,56.21,79,3,10.11,clear sky
780,College,US,64.8569,-147.8028,16.12,88,75,3.44,broken clouds
781,Upernavik,GL,72.7868,-56.1549,10.04,84,46,11.05,scattered clouds
782,Avarua,CK,-21.2078,-159.775,71.65,68,75,5.75,broken clouds
783,Rikitea,PF,-23.1203,-134.9692,73.69,85,100,17.02,overcast clouds
784,Boguchany,RU,58.3814,97.4531,27.09,91,100,7.74,overcast clouds
785,New Norfolk,AU,-42.7826,147.0587,49.71,70,100,1.01,overcast clouds
786,Atuona,PF,-9.8,-139.0333,78.55,69,1,14.81,clear sky
787,Khovu-Aksy,RU,51.1333,93.6,7.68,92,94,5.95,overcast clouds
788,Mbandaka,CD,0.0487,18.2603,74.19,89,59,1.16,broken clouds
789,Mataura,NZ,-46.1927,168.8643,42.66,91,84,2.04,broken clouds
790,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
791,Lebu,CL,-37.6167,-73.65,60.1,65,100,11.79,light rain
792,Bereda,ES,43.2686,-7.5406,66.42,69,25,2.13,scattered clouds
793,Ust-Ishim,RU,57.6935,71.1665,32.14,94,100,4.27,overcast clouds
794,Jamestown,US,42.097,-79.2353,44.19,80,100,10.36,overcast clouds
795,Albany,US,42.6001,-73.9662,61.05,79,100,3.0,overcast clouds
796,Tarauaca,BR,-8.1614,-70.7656,94.69,39,97,3.42,overcast clouds
797,Zhezkazgan,KZ,47.8043,67.7144,36.12,78,96,14.92,overcast clouds
798,Cabo San Lucas,MX,22.8909,-109.9124,79.05,60,20,0.0,few clouds
799,Jamestown,US,42.097,-79.2353,44.19,80,100,10.36,overcast clouds
800,Crixas,BR,-14.5489,-49.9692,93.4,38,94,2.17,overcast clouds
801,Kenai,US,60.5544,-151.2583,39.29,86,100,12.66,overcast clouds
802,Slupsk,PL,54.4641,17.0287,54.45,88,96,7.29,overcast clouds
803,Beringovskiy,RU,63.05,179.3167,7.88,99,94,11.99,overcast clouds
804,Taltal,CL,-25.4,-70.4833,64.98,66,74,5.08,broken clouds
805,Bairiki,KI,1.3292,172.9752,78.8,78,20,8.05,few clouds
806,Hami,CN,42.8,93.45,33.84,49,18,3.94,few clouds
807,Qaanaaq,GL,77.484,-69.3632,-0.94,64,6,5.86,clear sky
808,Barrow,US,71.2906,-156.7887,5.02,92,100,9.22,overcast clouds
809,Rikitea,PF,-23.1203,-134.9692,73.69,85,100,17.02,overcast clouds
810,Pemba,MZ,-12.974,40.5178,81.3,78,20,11.5,few clouds
811,Jamestown,US,42.097,-79.2353,44.19,80,100,10.36,overcast clouds
812,Dalbandin,PK,28.8947,64.4101,68.81,26,67,3.71,broken clouds
813,Sorong,ID,-0.8833,131.25,81.52,79,100,4.92,overcast clouds
814,Marystown,CA,47.1666,-55.1483,43.86,100,100,7.0,overcast clouds
815,Russell,US,32.3502,-85.1999,73.4,78,0,0.0,clear sky
816,Hermanus,ZA,-34.4187,19.2345,67.8,60,0,19.71,clear sky
817,Port Elizabeth,ZA,-33.918,25.5701,69.1,94,40,17.27,scattered clouds
818,Sharan,RU,54.8167,54.0,40.5,97,100,15.01,overcast clouds
819,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
820,Fortuna,US,40.5982,-124.1573,45.36,97,66,8.01,light rain
821,Torbay,CA,47.6666,-52.7314,38.28,94,100,17.27,light rain
822,Sabla,NG,12.7525,4.7077,88.63,20,4,8.21,clear sky
823,Sulangan,PH,11.1373,123.7228,82.83,77,49,12.59,scattered clouds
824,Mataura,NZ,-46.1927,168.8643,42.66,91,84,2.04,broken clouds
825,Nanortalik,GL,60.1432,-45.2371,30.13,79,73,2.51,broken clouds
826,Codrington,AU,-38.2667,141.9667,53.89,97,100,8.7,light rain
827,Puerto Ayora,EC,-0.7393,-90.3518,76.96,80,83,7.0,broken clouds
828,Albany,US,42.6001,-73.9662,61.05,79,100,3.0,overcast clouds
829,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
830,Barrow,US,71.2906,-156.7887,5.02,92,100,9.22,overcast clouds
831,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
832,Ribeira Grande,PT,38.5167,-28.7,64.8,63,40,23.02,scattered clouds
833,Mar Del Plata,AR,-38.0023,-57.5575,74.82,95,75,13.8,thunderstorm with light rain
834,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
835,Half Moon Bay,US,37.4636,-122.4286,53.62,86,0,8.05,clear sky
836,Antalaha,MG,-14.9003,50.2788,73.92,84,3,9.51,clear sky
837,Bredasdorp,ZA,-34.5322,20.0403,72.05,36,0,23.8,clear sky
838,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
839,Puerto Ayora,EC,-0.7393,-90.3518,76.96,80,83,7.0,broken clouds
840,Khatanga,RU,71.9667,102.5,-23.42,97,99,8.55,overcast clouds
841,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,80,75,4.61,broken clouds
842,Mataura,NZ,-46.1927,168.8643,42.66,91,84,2.04,broken clouds
843,Mahebourg,MU,-20.4081,57.7,73.69,68,20,3.44,few clouds
844,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
845,Nelson Bay,AU,-32.7167,152.15,66.11,97,26,11.01,scattered clouds
846,Smoky Lake,CA,54.1169,-112.4686,18.18,86,100,2.3,overcast clouds
847,New Norfolk,AU,-42.7826,147.0587,49.71,70,100,1.01,overcast clouds
848,Fortuna,US,40.5982,-124.1573,45.36,97,66,8.01,light rain
849,Ponta Delgada,PT,37.7333,-25.6667,66.51,82,40,12.66,scattered clouds
850,Mataura,NZ,-46.1927,168.8643,42.66,91,84,2.04,broken clouds
851,Jeremie,HT,18.65,-74.1167,84.2,70,15,3.98,few clouds
852,Hithadhoo,MV,-0.6,73.0833,81.75,71,32,15.35,scattered clouds
853,Atuona,PF,-9.8,-139.0333,78.55,69,1,14.81,clear sky
854,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
855,Longyearbyen,SJ,78.2186,15.6401,24.64,86,75,10.36,broken clouds
856,Yellowknife,CA,62.456,-114.3525,14.52,100,100,5.75,light snow
857,Lethem,GY,3.3803,-59.7968,89.19,58,63,5.41,broken clouds
858,Hualmay,PE,-11.0964,-77.6139,69.58,69,47,10.25,scattered clouds
859,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
860,Matay,EG,28.419,30.7792,70.72,44,0,9.48,clear sky
861,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
862,Jamestown,US,42.097,-79.2353,44.19,80,100,10.36,overcast clouds
863,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
864,Jardim,BR,-21.4803,-56.1381,96.76,32,45,8.9,scattered clouds
865,Hermanus,ZA,-34.4187,19.2345,67.8,60,0,19.71,clear sky
866,Bredasdorp,ZA,-34.5322,20.0403,72.05,36,0,23.8,clear sky
867,Cape Town,ZA,-33.9258,18.4232,69.12,81,75,17.27,light rain
868,San Patricio,US,28.017,-97.5169,56.16,49,76,13.96,broken clouds
869,Juneau,US,58.3019,-134.4197,38.21,97,100,13.8,moderate rain
870,Upernavik,GL,72.7868,-56.1549,10.04,84,46,11.05,scattered clouds
871,Trairi,BR,-3.2778,-39.2689,86.67,56,86,14.47,overcast clouds
872,Carnarvon,AU,-24.8667,113.6333,66.33,56,0,27.83,clear sky
873,Barsovo,RU,61.1667,73.1667,28.53,96,100,9.22,light snow
874,Pemberton,CA,50.3164,-122.8027,35.29,91,54,0.89,broken clouds
875,Bolivar,US,37.6145,-93.4105,29.14,69,6,13.53,clear sky
876,San Cristobal,VE,7.7669,-72.225,77.18,52,69,0.51,broken clouds
877,North Platte,US,41.1239,-100.7654,24.39,74,0,4.61,clear sky
878,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
879,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,80,75,4.61,broken clouds
880,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
881,Aklavik,CA,68.2191,-135.0107,12.2,92,75,2.3,broken clouds
882,Vanavara,RU,60.34,102.2797,16.77,90,100,4.59,light snow
883,Ponta Do Sol,PT,32.6667,-17.1,74.03,84,100,1.32,overcast clouds
884,Atuona,PF,-9.8,-139.0333,78.55,69,1,14.81,clear sky
885,Sola,VU,-13.8833,167.55,78.67,81,100,3.0,overcast clouds
886,Dikson,RU,73.5069,80.5464,-8.82,99,90,4.79,overcast clouds
887,Jamestown,US,42.097,-79.2353,44.19,80,100,10.36,overcast clouds
888,Butaritari,KI,3.0707,172.7902,80.31,77,78,13.65,broken clouds
889,Aklavik,CA,68.2191,-135.0107,12.2,92,75,2.3,broken clouds
890,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
891,Hasaki,JP,35.7333,140.8333,56.21,79,3,10.11,clear sky
892,Arraial Do Cabo,BR,-22.9661,-42.0278,84.16,74,40,19.57,scattered clouds
893,Bluff,NZ,-46.6,168.3333,48.79,89,82,8.46,broken clouds
894,Hilo,US,19.7297,-155.09,68.25,83,0,3.44,clear sky
895,Bubaque,GW,11.2833,-15.8333,82.74,58,2,7.96,clear sky
896,Villa Altagracia,DO,18.673,-70.171,86.11,55,31,5.14,scattered clouds
897,Samarai,PG,-10.6167,150.6667,80.58,77,98,12.39,overcast clouds
898,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
899,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
900,Nizwa,OM,22.9333,57.5333,78.46,38,5,3.87,clear sky
901,Pskov,RU,57.8136,28.3496,51.71,76,20,8.95,few clouds
902,Pangai,TO,-19.8,-174.35,78.37,80,55,8.84,broken clouds
903,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
904,Yamoussoukro,CI,6.8206,-5.2767,82.29,83,75,9.22,thunderstorm
905,Soure,BR,-0.7167,-48.5233,85.48,65,22,9.53,few clouds
906,Ancud,CL,-41.8697,-73.8203,54.64,91,98,7.45,light rain
907,Mount Isa,AU,-20.7333,139.5,74.97,83,90,8.05,overcast clouds
908,Kodiak,US,57.79,-152.4072,44.11,76,100,13.8,overcast clouds
909,Dikson,RU,73.5069,80.5464,-8.82,99,90,4.79,overcast clouds
910,Lavrentiya,RU,65.5833,-171.0,14.81,82,5,13.8,clear sky
911,Hofn,IS,64.2539,-15.2082,44.22,81,64,1.05,broken clouds
912,San Quintin,MX,30.4833,-115.95,63.3,43,63,2.19,broken clouds
913,Jamestown,US,42.097,-79.2353,44.19,80,100,10.36,overcast clouds
914,Constitucion,CL,-35.3333,-72.4167,60.49,69,51,12.84,broken clouds
915,Bom Jardim,BR,-7.7958,-35.5872,83.77,57,77,9.82,broken clouds
916,Hithadhoo,MV,-0.6,73.0833,81.75,71,32,15.35,scattered clouds
917,Tasiilaq,GL,65.6145,-37.6368,33.96,82,100,30.2,overcast clouds
918,Ilulissat,GL,69.2167,-51.1,17.62,73,75,3.44,broken clouds
919,Cabo San Lucas,MX,22.8909,-109.9124,79.05,60,20,0.0,few clouds
920,Devonport,AU,-41.1667,146.35,54.01,83,100,12.28,overcast clouds
921,Lebu,CL,-37.6167,-73.65,60.1,65,100,11.79,light rain
922,Mount Gambier,AU,-37.8333,140.7667,51.71,100,71,0.0,fog
923,Mataura,NZ,-46.1927,168.8643,42.66,91,84,2.04,broken clouds
924,East London,ZA,-33.0153,27.9116,68.94,100,75,9.22,thunderstorm with rain
925,Noshiro,JP,40.2039,140.0242,53.06,80,93,5.61,overcast clouds
926,Mount Gambier,AU,-37.8333,140.7667,51.71,100,71,0.0,fog
927,Norman Wells,CA,65.282,-126.8329,17.64,86,75,4.61,broken clouds
928,Butaritari,KI,3.0707,172.7902,80.31,77,78,13.65,broken clouds
929,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
930,Ardino,BG,41.5833,25.1333,45.55,87,100,6.11,overcast clouds
931,Cumberland,US,35.0502,-78.8664,72.86,82,100,9.22,overcast clouds
932,Atuona,PF,-9.8,-139.0333,78.55,69,1,14.81,clear sky
933,Vung Tau,VN,10.346,107.0843,79.9,84,100,12.41,overcast clouds
934,Upernavik,GL,72.7868,-56.1549,10.04,84,46,11.05,scattered clouds
935,Albany,US,42.6001,-73.9662,61.05,79,100,3.0,overcast clouds
936,Rikitea,PF,-23.1203,-134.9692,73.69,85,100,17.02,overcast clouds
937,New Norfolk,AU,-42.7826,147.0587,49.71,70,100,1.01,overcast clouds
938,Mataura,NZ,-46.1927,168.8643,42.66,91,84,2.04,broken clouds
939,Viransehir,TR,37.2353,39.7631,59.18,44,0,5.37,clear sky
940,Tuktoyaktuk,CA,69.4541,-133.0374,19.4,86,75,10.36,broken clouds
941,Hithadhoo,MV,-0.6,73.0833,81.75,71,32,15.35,scattered clouds
942,Hilo,US,19.7297,-155.09,68.25,83,0,3.44,clear sky
943,Antofagasta,CL,-23.65,-70.4,65.48,66,18,9.1,few clouds
944,Hithadhoo,MV,-0.6,73.0833,81.75,71,32,15.35,scattered clouds
945,Barrow,US,71.2906,-156.7887,5.02,92,100,9.22,overcast clouds
946,Vardo,NO,70.3705,31.1107,39.18,81,100,25.32,overcast clouds
947,Nerang,AU,-27.9833,153.3333,71.58,94,52,4.81,broken clouds
948,Albany,US,42.6001,-73.9662,61.05,79,100,3.0,overcast clouds
949,Klaksvik,FO,62.2266,-6.589,47.32,85,100,9.57,overcast clouds
950,Tomatlan,MX,19.9333,-105.25,82.02,57,1,2.26,clear sky
951,Chuy,UY,-33.6971,-53.4616,76.57,57,2,10.36,clear sky
952,Port Alfred,ZA,-33.5906,26.891,66.18,95,97,16.62,light rain
953,Bambanglipuro,ID,-7.95,110.2833,77.02,91,100,3.83,overcast clouds
954,Avarua,CK,-21.2078,-159.775,71.65,68,75,5.75,broken clouds
955,Te Anau,NZ,-45.4167,167.7167,44.47,68,75,0.83,broken clouds
956,Rikitea,PF,-23.1203,-134.9692,73.69,85,100,17.02,overcast clouds
957,New Norfolk,AU,-42.7826,147.0587,49.71,70,100,1.01,overcast clouds
958,Portland,US,45.5234,-122.6762,42.82,76,75,5.99,broken clouds
959,Half Moon Bay,US,37.4636,-122.4286,53.62,86,0,8.05,clear sky
960,Cedral,MX,23.8,-100.7333,69.73,55,62,14.41,broken clouds
961,Alta Floresta,BR,-9.8756,-56.0861,85.82,66,0,2.3,clear sky
962,Ostersund,SE,63.1792,14.6357,45.05,81,96,27.63,overcast clouds
963,Komsomolskiy,UZ,40.4272,71.7189,38.12,87,98,4.61,fog
964,New Norfolk,AU,-42.7826,147.0587,49.71,70,100,1.01,overcast clouds
965,Sao Filipe,CV,14.8961,-24.4956,76.39,77,75,12.3,broken clouds
966,Saint George,US,37.1041,-113.5841,43.43,59,0,0.0,clear sky
967,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
968,Dolzhanskaya,RU,46.6311,37.8039,49.35,85,80,13.09,broken clouds
969,Sahuaripa,MX,29.05,-109.2333,70.79,42,35,2.15,scattered clouds
970,Cayenne,GF,4.9333,-52.3333,78.84,89,75,2.3,broken clouds
971,Eucaliptus,BO,-17.5833,-67.5167,64.92,4,3,17.07,clear sky
972,Port Elizabeth,ZA,-33.918,25.5701,69.1,94,40,17.27,scattered clouds
973,Georgetown,MY,5.4112,100.3354,80.24,94,40,2.3,thunderstorm
974,Keti Bandar,PK,24.1447,67.4497,80.17,71,0,7.81,clear sky
975,Sham Churasi,IN,31.4997,75.7494,62.56,38,4,5.23,clear sky
976,Hualmay,PE,-11.0964,-77.6139,69.58,69,47,10.25,scattered clouds
977,Sitka,US,57.0531,-135.33,42.69,75,100,14.97,light rain
978,Talnakh,RU,69.4865,88.3972,-23.8,97,59,2.89,broken clouds
979,Lukovetskiy,RU,64.2956,41.9211,34.54,98,100,6.89,overcast clouds
980,Beyneu,KZ,45.3167,55.2,42.26,64,0,9.91,clear sky
981,Rikitea,PF,-23.1203,-134.9692,73.69,85,100,17.02,overcast clouds
982,Bredasdorp,ZA,-34.5322,20.0403,72.05,36,0,23.8,clear sky
983,Oranjemund,NA,-28.55,16.4333,62.74,76,0,8.39,clear sky
984,Albany,US,42.6001,-73.9662,61.05,79,100,3.0,overcast clouds
985,Lorengau,PG,-2.0226,147.2712,79.25,86,96,3.69,overcast clouds
986,Butaritari,KI,3.0707,172.7902,80.31,77,78,13.65,broken clouds
987,Torbay,CA,47.6666,-52.7314,38.28,94,100,17.27,light rain
988,Huron,US,41.1501,-82.5499,37.69,81,89,12.06,overcast clouds
989,Caravelas,BR,-17.7125,-39.2481,83.89,61,80,11.12,broken clouds
990,Upernavik,GL,72.7868,-56.1549,10.04,84,46,11.05,scattered clouds
991,Yeppoon,AU,-23.1333,150.7333,65.98,74,1,7.99,clear sky
992,Thompson,CA,55.7435,-97.8558,5.72,87,61,3.31,broken clouds
993,Iqaluit,CA,63.7506,-68.5145,6.53,77,75,4.61,light snow
994,Manzil Salim,TN,35.8567,8.4765,64.06,51,17,2.75,few clouds
995,Kahului,US,20.8947,-156.47,74.84,79,75,20.71,moderate rain
996,Baker City,US,44.7749,-117.8344,32.59,69,100,8.05,overcast clouds
997,Bonthe,SL,7.5264,-12.505,82.49,69,37,7.87,scattered clouds
998,Talnakh,RU,69.4865,88.3972,-23.8,97,59,2.89,broken clouds
999,Albany,US,42.6001,-73.9662,61.05,79,100,3.0,overcast clouds
1000,Constitucion,CL,-35.3333,-72.4167,60.49,69,51,12.84,broken clouds
1001,Cidreira,BR,-30.1811,-50.2056,70.75,82,49,9.15,scattered clouds
1002,Olafsvik,IS,64.8945,-23.7142,44.53,64,80,8.25,broken clouds
1003,Kachiry,KZ,53.0675,76.1036,34.57,98,100,19.98,overcast clouds
1004,Fortuna,US,40.5982,-124.1573,45.36,97,66,8.01,light rain
1005,Avarua,CK,-21.2078,-159.775,71.65,68,75,5.75,broken clouds
1006,Mogadishu,SO,2.0371,45.3438,78.87,82,21,12.1,few clouds
1007,Nome,US,64.5011,-165.4064,19.47,73,0,5.75,clear sky
1008,Hilo,US,19.7297,-155.09,68.25,83,0,3.44,clear sky
1009,Avarua,CK,-21.2078,-159.775,71.65,68,75,5.75,broken clouds
1010,Norman Wells,CA,65.282,-126.8329,17.64,86,75,4.61,broken clouds
1011,Ballina,AU,-28.8667,153.5667,65.79,99,78,10.58,broken clouds
1012,Hobart,AU,-42.8794,147.3294,50.05,83,100,2.3,overcast clouds
1013,Hermanus,ZA,-34.4187,19.2345,67.8,69,0,18.16,clear sky
1014,Hobart,AU,-42.8794,147.3294,50.05,83,100,2.3,overcast clouds
1015,Honiara,SB,-9.4333,159.95,75.99,88,62,3.02,broken clouds
1016,Mataura,NZ,-46.1927,168.8643,42.66,91,84,2.04,broken clouds
1017,Naze,JP,28.3667,129.4833,74.32,88,6,14.32,light rain
1018,Saint George,US,37.1041,-113.5841,43.43,59,0,0.0,clear sky
1019,Edd,ER,13.9297,41.6925,86.36,50,5,19.3,clear sky
1020,Port Alfred,ZA,-33.5906,26.891,66.18,95,97,16.62,light rain
1021,Hasaki,JP,35.7333,140.8333,56.21,79,3,10.11,clear sky
1022,Husavik,IS,66.0449,-17.3389,37.83,80,19,6.8,few clouds
1023,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1024,Chenghai,CN,23.4632,116.768,69.71,100,0,2.24,clear sky
1025,Jamestown,US,42.097,-79.2353,43.02,80,100,10.36,overcast clouds
1026,Baruun-Urt,MN,46.6806,113.2792,17.92,67,18,10.25,few clouds
1027,Olinda,BR,-8.0089,-34.8553,83.93,65,40,8.05,scattered clouds
1028,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1029,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,79,100,12.84,overcast clouds
1030,Yulara,AU,-25.2406,130.9889,75.22,33,0,15.17,clear sky
1031,Victor Harbor,AU,-35.5667,138.6167,61.0,93,15,4.0,few clouds
1032,Lebu,CL,-37.6167,-73.65,60.44,64,100,13.31,light rain
1033,Vilhena,BR,-12.7406,-60.1458,73.62,94,75,4.61,light rain
1034,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1035,Ampanihy,MG,-24.7,44.75,73.31,77,10,18.84,clear sky
1036,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1037,Saint George,US,37.1041,-113.5841,43.43,59,0,0.0,clear sky
1038,Nanortalik,GL,60.1432,-45.2371,30.13,79,73,2.51,broken clouds
1039,Yellowknife,CA,62.456,-114.3525,14.52,100,100,5.75,light snow
1040,Te Anau,NZ,-45.4167,167.7167,44.47,68,75,0.83,broken clouds
1041,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
1042,Mehamn,NO,71.0357,27.8492,40.91,75,100,16.11,overcast clouds
1043,Bluff,NZ,-46.6,168.3333,48.79,89,82,8.46,broken clouds
1044,Upernavik,GL,72.7868,-56.1549,10.29,85,54,12.24,broken clouds
1045,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
1046,Marsa Matruh,EG,31.3525,27.2453,68.2,60,40,9.22,scattered clouds
1047,Hobart,AU,-42.8794,147.3294,50.05,83,100,2.3,overcast clouds
1048,Vila Velha,BR,-20.3297,-40.2925,84.15,54,75,13.8,broken clouds
1049,Paka,MY,4.6374,103.4368,76.98,94,100,0.0,overcast clouds
1050,Mataura,NZ,-46.1927,168.8643,42.66,91,84,2.04,broken clouds
1051,Guerrero Negro,MX,27.9769,-114.0611,64.24,45,49,2.04,scattered clouds
1052,Ryotsu,JP,38.0833,138.4333,61.54,74,47,9.55,scattered clouds
1053,Tecoanapa,MX,16.5167,-98.75,83.75,70,65,5.03,broken clouds
1054,Eucaliptus,BO,-17.5833,-67.5167,64.92,4,3,17.07,clear sky
1055,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
1056,Hanstholm,DK,57.1167,8.6167,56.12,94,79,8.79,broken clouds
1057,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
